id_cliente,edad,genero,ciudad,tipo_poliza,antiguedad_meses,valor_poliza,reclamaciones,pqr,retrasos_pago,canal_atencion,fecha_actualizacion,churn
CLI0288,23,Masculino,Bucaramanga,Salud,45,404264,1,2,0,Web,2024-10-31,0
CLI0289,33,Masculino,Barranquilla,Hogar,81,475204,2,2,1,Telefonico,2025-10-16,0
CLI0290,46,Masculino,Medellín,Hogar,81,586961,0,0,2,App,2024-12-26,0
CLI0291,20,Masculino,Medellín,Hogar,113,976473,1,2,1,Presencial,2024-10-21,0
CLI0292,37,Femenino,Medellín,Vida,97,732755,0,1,1,Telefonico,2026-03-10,0
CLI0293,53,Femenino,Medellín,Vehiculo,96,600616,3,1,0,Presencial,2025-07-08,0
CLI0294,36,Masculino,Medellín,Hogar,72,487472,3,1,0,App,2025-06-20,0
CLI0295,43,Masculino,Medellín,Hogar,19,460634,1,1,1,Telefonico,2025-07-27,0
CLI0296,20,Femenino,Medellín,Vida,63,823088,2,1,1,Presencial,2025-05-17,0
CLI0297,36,Masculino,Barranquilla,Hogar,38,730443,0,0,1,Telefonico,2024-10-19,0
CLI0298,37,Masculino,Bogotá,Vida,67,370374,1,0,0,Web,2025-01-14,0
CLI0299,49,Masculino,Cali,Salud,59,578682,3,1,1,Presencial,2025-02-18,0
CLI0300,24,Femenino,Bucaramanga,Hogar,69,139778,3,2,1,Telefonico,2024-09-23,0
CLI0301,69,Femenino,Cali,Hogar,13,125833,0,1,1,Web,2026-07-19,0
CLI0302,58,Femenino,Cali,Salud,47,889057,0,3,0,App,2024-08-29,1
CLI0303,50,Femenino,Bogotá,Salud,110,636376,1,1,0,Presencial,2025-08-26,0
CLI0304,57,Femenino,Bogotá,Salud,61,815010,2,1,2,Presencial,2025-09-23,1
CLI0305,56,Masculino,Bogotá,Hogar,31,446081,0,0,0,App,2026-04-19,0
CLI0306,35,Femenino,Medellín,Vehiculo,119,544507,1,2,1,Web,2025-08-27,0
CLI0307,57,Masculino,Barranquilla,Vehiculo,80,276375,2,2,2,App,2026-01-15,1
CLI0308,18,Masculino,Medellín,Vehiculo,114,156361,0,0,0,Presencial,2025-10-05,0
CLI0309,28,Femenino,Barranquilla,Hogar,96,430373,0,0,2,Telefonico,2025-05-14,0
CLI0310,45,Femenino,Barranquilla,Salud,22,215189,0,0,1,Web,2025-08-07,0
CLI0311,74,Masculino,Cali,Hogar,93,694553,2,2,0,Web,2025-07-29,0
CLI0312,42,Masculino,Cali,Salud,86,602154,2,1,0,Web,2026-02-13,0
CLI0313,67,Masculino,Barranquilla,Hogar,43,702006,2,2,0,App,2026-03-05,0
CLI0314,40,Femenino,Barranquilla,Hogar,67,402854,1,0,2,App,2026-06-20,0
CLI0315,48,Femenino,Medellín,Salud,54,699164,4,2,0,Telefonico,2026-01-11,0
CLI0316,47,Femenino,Medellín,Vehiculo,10,110949,2,2,1,Telefonico,2025-11-30,0
CLI0317,59,Femenino,Cali,Salud,42,817242,2,0,1,Web,2024-10-01,0
CLI0318,52,Femenino,Bogotá,Vida,64,934568,1,0,1,Telefonico,2025-04-24,0
CLI0319,24,Masculino,Barranquilla,Vida,21,191541,1,1,0,App,2025-05-09,1
CLI0320,33,Femenino,Medellín,Salud,80,799979,2,1,0,Telefonico,2025-05-21,0
CLI0321,43,Masculino,Cali,Hogar,76,141842,2,1,0,App,2025-02-16,1
CLI0322,65,Masculino,Medellín,Vida,66,568019,1,1,1,Telefonico,2025-01-13,0
CLI0323,74,Masculino,Barranquilla,Vida,41,312930,2,2,0,Presencial,2024-12-12,0
CLI0324,69,Femenino,Barranquilla,Hogar,24,369134,2,3,0,App,2025-11-01,0
CLI0325,66,Femenino,Bucaramanga,Hogar,35,751553,0,1,1,Presencial,2025-05-28,0
CLI0326,19,Femenino,Bogotá,Vehiculo,56,372253,1,2,2,App,2025-12-31,0
CLI0327,18,Masculino,Bucaramanga,Hogar,30,210356,0,2,3,Telefonico,2026-04-19,0
CLI0328,65,Masculino,Cali,Salud,57,848917,3,0,0,Presencial,2026-01-21,0
CLI0329,29,Masculino,Medellín,Salud,94,817090,1,2,0,Telefonico,2024-09-11,0
CLI0330,22,Masculino,Cali,Vehiculo,47,994565,2,2,2,App,2024-10-11,0
CLI0331,54,Masculino,Barranquilla,Vida,35,769870,2,3,0,Presencial,2025-07-17,1
CLI0332,49,Masculino,Bucaramanga,Vida,19,867738,0,1,2,Web,2026-05-12,0
CLI0333,72,Femenino,Bucaramanga,Hogar,114,83849,4,1,1,Telefonico,2024-08-26,0
CLI0334,26,Femenino,Bucaramanga,Salud,8,92360,2,0,3,App,2025-01-29,1
CLI0335,58,Femenino,Cali,Vida,26,453216,1,0,2,Presencial,2025-07-20,0
CLI0336,52,Femenino,Barranquilla,Vehiculo,113,857567,0,1,1,Telefonico,2026-02-28,0
CLI0337,36,Masculino,Medellín,Vehiculo,104,699055,1,1,1,Presencial,2024-10-28,0
CLI0338,65,Masculino,Medellín,Salud,71,341445,1,0,1,Telefonico,2025-01-07,0
CLI0339,33,Femenino,Cali,Vehiculo,30,781160,0,1,0,Telefonico,2025-12-04,0
CLI0340,20,Masculino,Bucaramanga,Vehiculo,7,601658,3,1,0,Telefonico,2025-07-23,0
CLI0341,37,Femenino,Bogotá,Salud,67,510179,2,2,0,Presencial,2026-01-09,0
CLI0342,41,Femenino,Cali,Hogar,65,134330,0,1,0,Presencial,2024-11-28,0
CLI0343,71,Femenino,Cali,Hogar,36,131707,2,0,1,Telefonico,2025-08-16,0
CLI0344,73,Masculino,Barranquilla,Vehiculo,25,360833,1,1,1,Web,2024-09-12,0
CLI0345,50,Femenino,Medellín,Hogar,37,633372,0,0,2,Web,2026-03-11,0
CLI0346,41,Femenino,Cali,Hogar,1,120387,2,0,0,Web,2026-01-24,0
CLI0347,69,Femenino,Cali,Vehiculo,15,941248,4,0,1,App,2025-11-02,0
CLI0348,28,Masculino,Bucaramanga,Hogar,37,606930,3,2,1,Web,2025-02-15,0
CLI0349,66,Masculino,Bucaramanga,Vehiculo,13,908569,2,1,0,Presencial,2025-10-05,1
CLI0350,25,Femenino,Bogotá,Vida,104,553048,2,1,1,Web,2025-06-01,0
CLI0351,53,Masculino,Barranquilla,Salud,8,266633,1,1,0,Presencial,2026-06-16,0
CLI0352,55,Masculino,Bogotá,Salud,5,928692,1,1,0,App,2026-04-28,0
CLI0353,57,Masculino,Bucaramanga,Hogar,60,750798,3,1,0,Presencial,2026-05-29,0
CLI0354,37,Masculino,Medellín,Hogar,73,914874,2,1,0,Presencial,2025-06-14,0
CLI0355,52,Masculino,Bucaramanga,Hogar,1,969493,1,1,1,Presencial,2024-10-27,0
CLI0356,65,Masculino,Barranquilla,Salud,36,476210,2,3,0,Web,2026-07-23,0
CLI0357,42,Masculino,Bucaramanga,Vida,35,858799,2,1,0,Telefonico,2025-04-29,0
CLI0358,52,Masculino,Barranquilla,Vida,66,467988,0,1,2,Presencial,2024-08-16,0
CLI0359,42,Masculino,Barranquilla,Salud,63,441719,2,2,0,Web,2025-06-18,0
CLI0360,46,Masculino,Barranquilla,Vida,104,868245,0,1,0,Web,2025-04-18,0
CLI0361,35,Femenino,Barranquilla,Salud,23,959459,1,3,1,Web,2025-03-13,0
CLI0362,63,Femenino,Barranquilla,Vida,9,989921,3,1,1,Telefonico,2024-09-14,0
CLI0363,35,Masculino,Medellín,Vehiculo,34,164381,4,0,1,Telefonico,2026-05-20,1
CLI0364,19,Femenino,Bogotá,Vehiculo,46,854168,3,3,2,Telefonico,2026-05-09,0
CLI0365,71,Femenino,Cali,Salud,78,921708,1,0,1,Telefonico,2026-06-03,0
CLI0366,52,Masculino,Bogotá,Vida,4,907675,2,1,0,App,2026-07-11,0
CLI0367,33,Masculino,Barranquilla,Hogar,30,273984,0,0,0,Telefonico,2025-04-30,0
CLI0368,58,Masculino,Medellín,Vida,95,140272,3,1,1,Telefonico,2026-02-25,0
CLI0369,53,Femenino,Bucaramanga,Vehiculo,102,575916,1,2,1,Telefonico,2025-09-06,0
CLI0370,50,Femenino,Medellín,Vehiculo,75,777411,1,0,1,Presencial,2025-01-05,0
CLI0371,21,Masculino,Barranquilla,Vida,99,818096,0,1,1,Presencial,2025-01-02,0
CLI0372,50,Masculino,Medellín,Vida,72,333091,0,3,0,Telefonico,2024-09-20,0
CLI0373,31,Masculino,Medellín,Hogar,3,932050,1,2,1,App,2026-01-10,1
CLI0374,38,Femenino,Barranquilla,Hogar,14,344064,1,2,2,Presencial,2024-10-29,1
CLI0375,65,Femenino,Medellín,Vida,60,186121,1,0,1,Web,2026-04-17,0
CLI0376,37,Femenino,Cali,Vida,77,550435,1,1,0,Presencial,2026-04-01,0
CLI0377,73,Femenino,Cali,Vida,45,681160,1,0,2,Web,2025-09-17,0
CLI0378,25,Masculino,Medellín,Vida,96,947564,0,2,0,Presencial,2026-01-31,0
CLI0379,24,Masculino,Bucaramanga,Salud,34,344237,3,2,1,Telefonico,2024-11-24,0
CLI0380,20,Masculino,Barranquilla,Vida,45,355049,1,2,1,Presencial,2025-09-19,0
CLI0381,34,Masculino,Cali,Hogar,61,726047,0,1,1,Telefonico,2024-11-14,0
CLI0382,50,Femenino,Bucaramanga,Vehiculo,83,497567,0,0,1,Telefonico,2025-06-21,0
CLI0383,65,Femenino,Medellín,Salud,102,373125,0,0,0,Presencial,2026-05-23,0
CLI0384,29,Masculino,Bucaramanga,Vida,16,940335,2,2,2,Web,2026-02-22,0
CLI0385,68,Masculino,Bogotá,Vehiculo,66,937253,3,1,1,Web,2025-12-04,1
CLI0386,39,Femenino,Cali,Salud,40,451344,0,0,1,Presencial,2025-02-24,0
CLI0387,72,Masculino,Medellín,Vehiculo,17,162289,0,0,0,Telefonico,2026-03-16,0
CLI0388,39,Femenino,Barranquilla,Vida,119,720794,0,0,0,Web,2025-03-24,0
CLI0389,63,Masculino,Medellín,Vida,34,682801,1,0,1,App,2024-09-21,0
CLI0390,47,Masculino,Barranquilla,Hogar,106,493090,4,3,0,Telefonico,2025-11-27,1
CLI0391,55,Masculino,Medellín,Vida,16,786291,1,1,2,Presencial,2025-02-04,0
CLI0392,55,Masculino,Bucaramanga,Vida,102,480890,0,0,0,Telefonico,2025-02-23,0
CLI0393,62,Masculino,Bucaramanga,Salud,60,392660,0,2,1,App,2025-12-01,0
CLI0394,68,Masculino,Bucaramanga,Hogar,66,339480,2,1,0,App,2024-11-19,0
CLI0395,71,Masculino,Bogotá,Salud,66,866331,1,3,1,Web,2025-08-30,0
CLI0396,25,Femenino,Barranquilla,Vehiculo,90,796046,0,1,0,App,2025-06-05,0
CLI0397,44,Femenino,Bucaramanga,Vida,13,568067,1,1,1,Telefonico,2026-01-19,0
CLI0398,44,Femenino,Bogotá,Vehiculo,56,411356,0,5,1,Web,2025-09-27,1
CLI0399,51,Femenino,Barranquilla,Salud,111,213498,3,1,1,App,2024-10-25,0
CLI0400,38,Femenino,Medellín,Vida,31,334024,1,1,0,Web,2025-03-13,0
CLI0401,47,Masculino,Bogotá,Vida,34,735258,0,1,1,Web,2025-10-24,0
CLI0402,50,Masculino,Cali,Salud,39,170009,0,1,2,Presencial,2024-09-25,1
CLI0403,45,Femenino,Bogotá,Salud,67,803858,3,0,1,Web,2025-05-19,0
CLI0404,64,Masculino,Bogotá,Salud,8,503159,1,1,1,Web,2024-08-16,0
CLI0405,50,Femenino,Barranquilla,Salud,87,801755,1,0,2,App,2024-12-01,0
CLI0406,22,Femenino,Medellín,Salud,78,124816,2,0,1,Telefonico,2025-04-05,0
CLI0407,65,Masculino,Cali,Vida,120,84138,2,1,3,Telefonico,2025-12-21,0
CLI0408,36,Masculino,Bucaramanga,Salud,55,171176,1,2,0,App,2026-04-06,0
CLI0409,21,Masculino,Bucaramanga,Vida,27,418089,1,1,2,Telefonico,2026-01-21,0
CLI0410,52,Femenino,Bogotá,Vida,118,870449,2,1,1,Web,2024-11-21,0
CLI0411,66,Masculino,Barranquilla,Salud,93,876883,2,0,0,Presencial,2025-03-03,0
CLI0412,34,Femenino,Barranquilla,Salud,103,798316,2,2,0,Web,2025-02-17,1
CLI0413,61,Femenino,Bucaramanga,Hogar,53,436007,1,0,0,Web,2025-09-28,0
CLI0414,45,Femenino,Cali,Vida,39,876710,2,3,1,Presencial,2025-02-15,0
CLI0415,47,Masculino,Medellín,Salud,65,301552,2,3,2,App,2026-04-01,1
CLI0416,46,Masculino,Cali,Salud,17,123764,2,1,1,Web,2024-10-21,0
CLI0417,63,Femenino,Medellín,Salud,105,203030,0,0,1,Web,2024-12-17,0
CLI0418,70,Masculino,Bucaramanga,Hogar,30,998638,4,1,1,App,2026-02-28,0
CLI0419,23,Masculino,Medellín,Hogar,53,929375,2,1,0,Web,2025-02-10,0
CLI0420,52,Masculino,Barranquilla,Vehiculo,13,699955,1,3,1,Web,2025-05-06,0
CLI0421,58,Femenino,Bogotá,Vida,21,396462,2,1,1,Telefonico,2026-02-13,0
CLI0422,54,Femenino,Bogotá,Vehiculo,19,969855,2,0,1,App,2026-06-03,0
CLI0423,41,Masculino,Bucaramanga,Salud,53,446142,0,2,0,Web,2025-10-04,0
CLI0424,46,Femenino,Barranquilla,Hogar,19,140128,1,0,0,Web,2025-01-25,0
CLI0425,66,Masculino,Cali,Hogar,57,299128,2,0,1,Presencial,2025-01-28,0
CLI0426,63,Masculino,Barranquilla,Vehiculo,25,888301,1,1,1,Presencial,2026-04-06,0
CLI0427,70,Masculino,Bogotá,Hogar,86,313540,3,1,0,Presencial,2026-03-27,0
CLI0428,48,Masculino,Bogotá,Salud,31,85039,1,1,0,Web,2025-06-22,1
CLI0429,52,Femenino,Barranquilla,Hogar,81,232353,1,0,3,Web,2025-06-28,1
CLI0430,50,Femenino,Barranquilla,Vehiculo,55,192935,2,3,0,Presencial,2025-03-04,0
CLI0431,69,Femenino,Bogotá,Salud,23,614730,0,1,0,Telefonico,2025-03-21,0
CLI0432,38,Masculino,Cali,Vehiculo,32,940220,1,0,0,Telefonico,2025-02-19,0
CLI0433,49,Masculino,Bucaramanga,Hogar,62,986161,1,2,3,Telefonico,2025-06-29,1
CLI0434,40,Masculino,Bucaramanga,Vehiculo,74,369730,2,2,0,Telefonico,2025-11-09,0
CLI0435,50,Femenino,Barranquilla,Vehiculo,10,133053,1,1,0,App,2025-11-11,0
CLI0436,20,Masculino,Bucaramanga,Vida,100,261561,2,1,1,Presencial,2025-06-29,0
CLI0437,35,Femenino,Bogotá,Hogar,72,818464,2,2,1,Web,2024-10-24,0
CLI0438,42,Femenino,Bogotá,Hogar,54,166346,0,0,3,Presencial,2024-08-06,0
CLI0439,59,Femenino,Barranquilla,Vehiculo,52,409231,4,1,2,Telefonico,2025-02-20,1
CLI0440,48,Femenino,Barranquilla,Vida,20,485841,3,2,3,Web,2025-05-22,1
CLI0441,71,Femenino,Barranquilla,Hogar,32,638685,0,0,1,App,2025-08-06,0
CLI0442,75,Femenino,Cali,Salud,114,400815,1,1,0,Presencial,2026-03-25,0
CLI0443,20,Masculino,Bucaramanga,Vehiculo,14,196214,1,1,1,Web,2024-11-05,0
CLI0444,57,Masculino,Barranquilla,Hogar,50,565001,2,1,2,Web,2025-12-03,0
CLI0445,63,Femenino,Medellín,Salud,28,933329,1,2,1,Telefonico,2024-11-12,1
CLI0446,41,Femenino,Medellín,Hogar,110,761509,0,1,2,Telefonico,2024-08-22,0
CLI0447,67,Masculino,Bogotá,Salud,116,478499,0,1,1,Presencial,2025-12-22,0
CLI0448,49,Femenino,Bucaramanga,Vehiculo,53,480826,1,3,0,App,2025-12-30,0
CLI0449,64,Femenino,Barranquilla,Hogar,24,516542,1,2,0,Web,2024-12-17,0
CLI0450,39,Masculino,Medellín,Hogar,79,357068,1,1,2,Telefonico,2026-03-19,0
CLI0451,40,Femenino,Bucaramanga,Vida,22,717431,4,0,0,Presencial,2025-07-11,0
CLI0452,19,Femenino,Bogotá,Vehiculo,30,452397,0,0,2,Telefonico,2025-10-02,0
CLI0453,44,Femenino,Cali,Salud,63,442441,3,0,0,Presencial,2025-10-18,0
CLI0454,59,Masculino,Bucaramanga,Hogar,4,867301,4,1,1,Telefonico,2025-01-16,0
CLI0455,19,Masculino,Bucaramanga,Hogar,77,963520,1,0,0,App,2026-01-24,0
CLI0456,43,Masculino,Cali,Salud,59,867446,1,0,1,Web,2025-10-08,0
CLI0457,34,Femenino,Bucaramanga,Vehiculo,87,614391,1,3,2,Telefonico,2025-02-21,0
CLI0458,57,Femenino,Bogotá,Vida,8,555738,0,1,3,Web,2025-07-08,0
CLI0459,50,Masculino,Bogotá,Vida,82,976749,3,0,1,Presencial,2025-04-29,0
CLI0460,26,Femenino,Cali,Hogar,12,506674,2,0,1,App,2025-11-13,0
CLI0461,60,Femenino,Barranquilla,Salud,119,162409,1,0,1,Web,2024-08-27,0
CLI0462,71,Femenino,Medellín,Hogar,31,103248,3,2,0,Telefonico,2024-08-16,0
CLI0463,65,Femenino,Barranquilla,Salud,78,562376,4,2,2,Web,2026-04-10,0
CLI0464,56,Femenino,Bucaramanga,Vida,34,778876,0,0,1,Web,2026-06-26,0
CLI0465,46,Masculino,Medellín,Vehiculo,82,759530,3,2,1,Presencial,2026-05-14,1
CLI0466,59,Femenino,Cali,Salud,120,88024,1,1,0,App,2025-10-30,0
CLI0467,72,Masculino,Cali,Vida,98,555430,2,2,2,App,2025-10-27,0
CLI0468,43,Femenino,Medellín,Hogar,75,314864,1,0,2,Web,2024-09-26,0
CLI0469,52,Masculino,Bogotá,Salud,105,952379,1,1,0,Web,2025-09-23,0
CLI0470,67,Femenino,Medellín,Vehiculo,76,254875,3,2,1,Presencial,2025-02-18,1
CLI0471,42,Masculino,Bucaramanga,Hogar,49,433973,2,2,0,Web,2026-01-09,0
CLI0472,41,Femenino,Bogotá,Hogar,79,959140,2,3,1,Presencial,2026-07-15,0
CLI0473,30,Masculino,Cali,Vida,57,953096,0,2,0,App,2024-08-17,0
CLI0474,75,Femenino,Medellín,Salud,95,491473,1,0,2,App,2025-04-12,0
CLI0475,24,Masculino,Barranquilla,Hogar,113,223927,1,1,2,Presencial,2025-03-08,0
CLI0476,74,Femenino,Barranquilla,Vehiculo,93,165178,2,2,1,Web,2026-01-03,0
CLI0477,53,Masculino,Bucaramanga,Salud,26,967553,3,0,1,App,2025-03-20,0
CLI0478,62,Masculino,Barranquilla,Vehiculo,18,596540,3,1,3,Telefonico,2025-06-25,1
CLI0479,37,Femenino,Medellín,Hogar,96,886457,2,2,0,Presencial,2025-05-29,1
CLI0480,18,Femenino,Medellín,Vehiculo,86,477674,0,2,0,App,2026-05-15,0
CLI0481,25,Masculino,Barranquilla,Vida,38,143610,2,2,1,App,2025-01-10,0
CLI0482,63,Femenino,Medellín,Vehiculo,81,675131,0,0,1,App,2026-05-13,0
CLI0483,33,Masculino,Bucaramanga,Salud,87,711525,2,2,1,Telefonico,2025-09-29,0
CLI0484,31,Masculino,Bogotá,Vehiculo,88,557177,3,1,3,Telefonico,2026-06-04,0
CLI0485,29,Masculino,Bucaramanga,Vehiculo,50,785191,1,1,1,Telefonico,2025-02-17,0
CLI0486,68,Femenino,Bucaramanga,Vida,8,778787,3,1,0,Web,2026-01-05,0
CLI0487,40,Masculino,Medellín,Vehiculo,41,567025,1,2,0,Presencial,2025-03-08,0
CLI0488,32,Masculino,Bogotá,Vehiculo,6,734587,0,1,1,Web,2026-03-19,0
CLI0489,45,Femenino,Medellín,Hogar,69,511722,3,0,1,Telefonico,2025-02-25,0
CLI0490,51,Femenino,Cali,Hogar,44,85668,0,4,0,Presencial,2024-12-28,0
CLI0491,19,Femenino,Medellín,Salud,64,302542,2,1,0,Web,2026-05-10,0
CLI0492,49,Femenino,Medellín,Hogar,29,258267,2,0,0,Web,2024-11-18,0
CLI0493,40,Masculino,Medellín,Hogar,28,939665,4,0,0,Web,2026-06-18,0
CLI0494,39,Masculino,Bogotá,Hogar,11,235489,3,1,0,Telefonico,2025-04-05,0
CLI0495,68,Masculino,Medellín,Hogar,65,424126,2,0,0,App,2024-10-26,0
CLI0496,42,Masculino,Bogotá,Vida,107,710421,2,0,1,Presencial,2025-03-26,0
CLI0497,75,Femenino,Barranquilla,Hogar,19,877183,3,4,1,Telefonico,2025-03-20,0
CLI0498,39,Masculino,Cali,Vida,9,388362,2,1,2,Presencial,2026-07-14,0
CLI0499,75,Masculino,Bogotá,Vida,27,993081,2,0,1,Telefonico,2024-12-04,0
CLI0500,75,Femenino,Barranquilla,Hogar,34,873784,0,2,1,Web,2025-10-11,0
CLI0501,39,Masculino,Bogotá,Vehiculo,44,814412,2,1,2,Web,2026-03-06,0
CLI0502,66,Masculino,Bogotá,Vida,68,168835,1,0,1,App,2025-04-16,0
CLI0503,69,Masculino,Cali,Vehiculo,100,701781,2,0,2,App,2026-02-10,0
CLI0504,59,Masculino,Bucaramanga,Vehiculo,82,895359,2,0,0,Presencial,2025-01-15,0
CLI0505,23,Masculino,Bucaramanga,Hogar,15,776454,2,0,2,App,2025-02-16,0
CLI0506,32,Masculino,Bogotá,Salud,51,181948,2,1,0,App,2026-04-03,0
CLI0507,71,Femenino,Medellín,Hogar,13,265194,2,0,0,Presencial,2026-05-27,0
CLI0508,60,Femenino,Barranquilla,Salud,83,633781,2,2,1,Telefonico,2026-03-13,0
CLI0509,54,Masculino,Medellín,Salud,49,546755,1,0,1,App,2025-05-12,0
CLI0510,50,Masculino,Medellín,Hogar,70,373851,2,1,1,Telefonico,2025-03-13,0
CLI0511,25,Femenino,Bogotá,Hogar,112,804174,4,4,3,Web,2026-01-24,0
CLI0512,70,Masculino,Bogotá,Salud,56,218368,0,1,0,App,2026-02-24,0
CLI0513,61,Masculino,Bogotá,Hogar,76,236470,0,2,0,Web,2024-11-29,0
CLI0514,61,Masculino,Bogotá,Salud,51,377986,1,1,3,Web,2024-09-30,0
CLI0515,22,Femenino,Bucaramanga,Vehiculo,37,93261,0,2,0,Telefonico,2025-11-28,1
CLI0516,56,Masculino,Bogotá,Hogar,17,156709,3,1,0,Presencial,2026-06-29,0
CLI0517,21,Femenino,Bucaramanga,Vehiculo,58,700273,0,1,3,App,2025-08-05,0
CLI0518,23,Masculino,Bucaramanga,Vida,87,448760,0,2,1,Telefonico,2025-09-05,0
CLI0519,62,Femenino,Bogotá,Vehiculo,90,933605,3,1,0,Presencial,2025-03-07,0
CLI0520,49,Femenino,Cali,Vehiculo,29,373925,1,2,1,Web,2026-05-22,0
CLI0521,69,Masculino,Barranquilla,Salud,33,355796,2,0,0,App,2025-09-22,0
CLI0522,47,Femenino,Medellín,Vehiculo,60,347247,0,0,2,Web,2024-08-03,0
CLI0523,64,Masculino,Bucaramanga,Hogar,91,367644,0,2,1,Web,2026-05-14,0
CLI0524,52,Femenino,Barranquilla,Salud,89,850692,2,2,3,App,2026-02-13,0
CLI0525,72,Masculino,Cali,Vida,120,704624,0,0,0,Presencial,2026-02-02,0
CLI0526,57,Masculino,Medellín,Hogar,55,508745,0,1,0,Presencial,2024-11-11,0
CLI0527,69,Femenino,Medellín,Vida,10,717787,2,4,1,App,2025-11-14,0
CLI0528,33,Masculino,Bucaramanga,Vehiculo,47,753812,2,1,1,App,2025-04-02,0
CLI0529,30,Masculino,Bogotá,Hogar,23,915825,2,1,0,Telefonico,2026-07-27,0
CLI0530,67,Femenino,Cali,Hogar,85,504390,3,1,2,Telefonico,2025-10-08,1
CLI0531,59,Masculino,Bucaramanga,Vida,21,537666,2,0,1,Web,2024-11-19,0
CLI0532,47,Masculino,Cali,Hogar,107,770796,3,1,0,App,2025-08-06,0
CLI0533,36,Femenino,Bogotá,Hogar,13,389550,2,1,1,Presencial,2026-04-06,0
CLI0534,34,Femenino,Bogotá,Hogar,101,405203,1,1,2,Web,2025-08-09,0
CLI0535,73,Masculino,Bucaramanga,Vehiculo,33,751314,3,2,0,Web,2025-05-19,0
CLI0536,36,Masculino,Bogotá,Vida,24,424866,1,1,1,Web,2025-09-04,0
CLI0537,45,Femenino,Barranquilla,Hogar,108,855107,1,2,2,Web,2025-02-22,0
CLI0538,75,Femenino,Medellín,Salud,11,616644,0,1,1,Presencial,2024-10-16,0
CLI0539,72,Masculino,Bucaramanga,Salud,17,732416,1,2,0,Web,2026-01-25,0
CLI0540,43,Femenino,Cali,Salud,68,82187,1,0,0,App,2025-10-24,0
CLI0541,54,Masculino,Barranquilla,Salud,47,943675,3,0,1,Telefonico,2025-03-08,0
CLI0542,43,Masculino,Bucaramanga,Vehiculo,25,901530,0,2,2,Presencial,2025-04-22,0
CLI0543,70,Masculino,Bogotá,Hogar,94,565687,1,1,1,App,2026-04-08,0
CLI0544,40,Masculino,Bogotá,Vida,73,756585,1,1,0,App,2025-12-08,0
CLI0545,26,Masculino,Bogotá,Hogar,21,738966,1,0,1,App,2025-08-28,0
CLI0546,29,Femenino,Bogotá,Vehiculo,84,924052,1,1,4,Telefonico,2025-02-25,1
CLI0547,70,Femenino,Cali,Salud,83,506044,1,0,2,Telefonico,2026-01-14,0
CLI0548,18,Femenino,Barranquilla,Vehiculo,83,206270,0,2,2,Telefonico,2026-06-12,0
CLI0549,75,Femenino,Medellín,Hogar,12,880819,1,0,2,App,2026-03-12,0
CLI0550,75,Masculino,Cali,Vida,37,411607,2,0,2,Telefonico,2025-02-19,0
CLI0551,18,Masculino,Cali,Vehiculo,42,847286,2,0,2,Web,2025-03-05,0
CLI0552,64,Masculino,Medellín,Vida,17,845791,0,2,0,Telefonico,2024-09-30,0
CLI0553,51,Masculino,Medellín,Vehiculo,101,433827,1,2,1,Presencial,2026-07-02,0
CLI0554,49,Femenino,Bogotá,Vida,118,666349,6,3,1,App,2026-05-11,0
CLI0555,71,Masculino,Cali,Vida,48,839785,1,3,2,App,2026-07-01,0
CLI0556,65,Masculino,Bucaramanga,Salud,103,161257,1,2,1,Web,2025-09-02,0
CLI0557,42,Femenino,Medellín,Vida,28,141753,1,1,1,Telefonico,2024-10-10,0
CLI0558,57,Femenino,Medellín,Salud,41,951206,1,0,1,Telefonico,2026-02-05,0
CLI0559,62,Femenino,Barranquilla,Hogar,99,484303,1,2,1,Presencial,2025-07-27,0
CLI0560,70,Femenino,Bucaramanga,Hogar,47,504032,3,2,1,Web,2025-01-31,0
CLI0561,18,Masculino,Bucaramanga,Salud,112,103408,1,3,0,Presencial,2025-02-12,0
CLI0562,33,Masculino,Medellín,Salud,18,204116,1,1,3,Presencial,2026-04-17,1
CLI0563,56,Femenino,Bogotá,Vehiculo,78,735496,0,1,3,App,2026-04-26,0
CLI0564,22,Masculino,Barranquilla,Vehiculo,99,97413,3,1,3,App,2025-12-14,1
CLI0565,39,Masculino,Bucaramanga,Vehiculo,108,717938,0,3,0,Telefonico,2025-12-17,0
CLI0566,46,Masculino,Medellín,Hogar,105,139500,0,1,0,Telefonico,2025-07-26,0
CLI0567,72,Femenino,Bucaramanga,Vehiculo,71,950946,2,1,0,Presencial,2026-04-23,0
CLI0568,20,Masculino,Barranquilla,Vida,105,136358,1,2,1,Telefonico,2025-05-13,0
CLI0569,29,Femenino,Barranquilla,Vida,13,146197,3,2,0,Presencial,2025-04-20,0
CLI0570,43,Masculino,Cali,Vehiculo,82,573992,1,1,0,Telefonico,2026-06-07,0
CLI0571,33,Masculino,Medellín,Vida,101,828149,0,1,0,Telefonico,2026-01-18,0
CLI0572,68,Masculino,Barranquilla,Hogar,13,303492,5,3,0,App,2025-02-27,0
CLI0573,54,Femenino,Cali,Vida,100,865833,1,2,2,App,2025-06-03,0
CLI0574,39,Masculino,Cali,Hogar,31,506070,2,0,1,App,2025-09-20,0
CLI0575,74,Femenino,Bucaramanga,Salud,2,156240,2,2,0,App,2026-03-26,1
CLI0576,46,Femenino,Bucaramanga,Salud,16,315595,0,1,2,Web,2026-06-30,1
